INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechOMvar,,,,,,
,,,,,,
region,supplysector,subsector,technology,year,input.OM.var,OM.var
GA,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
GJ,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
HP,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
HR,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
JH,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
JK,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
KA,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
KL,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
LA,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
LD,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
MH,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
ML,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
MN,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
MP,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
MZ,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
NL,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
OD,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
PB,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
PC,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
RJ,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
SK,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
TN,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
TR,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
TS,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
UK,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
UP,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
WB,electricity,refined liquids,refined liquids (steam/CT),2075,OM-var,0
AN,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
AP,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
AR,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
AS,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
BR,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
CG,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
CH,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
DD,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
DL,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
DN,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
GA,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
GJ,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
HP,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
HR,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
JH,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
JK,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
KA,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
KL,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
LA,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
LD,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
MH,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
ML,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
MN,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
MP,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
MZ,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
NL,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
OD,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
PB,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
PC,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
RJ,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
SK,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
TN,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
TR,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
TS,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
UK,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
UP,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
WB,electricity,refined liquids,refined liquids (steam/CT),2080,OM-var,0
AN,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
AP,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
AR,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
AS,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
BR,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
CG,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
CH,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
DD,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
DL,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
DN,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
GA,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
GJ,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
HP,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
HR,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
JH,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
JK,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
KA,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
KL,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
LA,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
LD,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
MH,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
ML,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
MN,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
MP,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
MZ,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
NL,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
OD,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
PB,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
PC,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
RJ,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
SK,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
TN,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
TR,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
TS,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
UK,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
UP,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
WB,electricity,refined liquids,refined liquids (steam/CT),2085,OM-var,0
AN,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
AP,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
AR,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
AS,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
BR,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
CG,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
CH,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
DD,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
DL,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
DN,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
GA,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
GJ,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
HP,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
HR,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
JH,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
JK,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
KA,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
KL,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
LA,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
LD,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
MH,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
ML,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
MN,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
MP,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
MZ,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
NL,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
OD,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
PB,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
PC,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
RJ,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
SK,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
TN,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
TR,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
TS,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
UK,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
UP,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
WB,electricity,refined liquids,refined liquids (steam/CT),2090,OM-var,0
AN,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
AP,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
AR,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
AS,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
BR,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
CG,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
CH,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
DD,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
DL,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
DN,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
GA,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
GJ,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
HP,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
HR,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
JH,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
JK,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
KA,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
KL,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
LA,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
LD,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
MH,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
ML,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
MN,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
MP,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
MZ,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
NL,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
OD,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
PB,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
PC,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
RJ,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
SK,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
TN,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
TR,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
TS,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
UK,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
UP,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
WB,electricity,refined liquids,refined liquids (steam/CT),2095,OM-var,0
AN,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
AP,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
AR,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
AS,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
BR,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
CG,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
CH,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
DD,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
DL,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
DN,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
GA,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
GJ,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
HP,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
HR,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
JH,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
JK,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
KA,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
KL,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
LA,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
LD,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
MH,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
ML,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
MN,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
MP,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
MZ,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
NL,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
OD,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
PB,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
PC,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
RJ,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
SK,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
TN,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
TR,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
TS,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
UK,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
UP,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
WB,electricity,refined liquids,refined liquids (steam/CT),2100,OM-var,0
AN,electricity,wind,wind_storage,2010,OM-var,0
AP,electricity,wind,wind_storage,2010,OM-var,0
AR,electricity,wind,wind_storage,2010,OM-var,0
AS,electricity,wind,wind_storage,2010,OM-var,0
BR,electricity,wind,wind_storage,2010,OM-var,0
CG,electricity,wind,wind_storage,2010,OM-var,0
CH,electricity,wind,wind_storage,2010,OM-var,0
DD,electricity,wind,wind_storage,2010,OM-var,0
DL,electricity,wind,wind_storage,2010,OM-var,0
DN,electricity,wind,wind_storage,2010,OM-var,0
GA,electricity,wind,wind_storage,2010,OM-var,0
GJ,electricity,wind,wind_storage,2010,OM-var,0
HP,electricity,wind,wind_storage,2010,OM-var,0
HR,electricity,wind,wind_storage,2010,OM-var,0
JH,electricity,wind,wind_storage,2010,OM-var,0
JK,electricity,wind,wind_storage,2010,OM-var,0
KA,electricity,wind,wind_storage,2010,OM-var,0
KL,electricity,wind,wind_storage,2010,OM-var,0
LA,electricity,wind,wind_storage,2010,OM-var,0
LD,electricity,wind,wind_storage,2010,OM-var,0
MH,electricity,wind,wind_storage,2010,OM-var,0
ML,electricity,wind,wind_storage,2010,OM-var,0
MN,electricity,wind,wind_storage,2010,OM-var,0
MP,electricity,wind,wind_storage,2010,OM-var,0
MZ,electricity,wind,wind_storage,2010,OM-var,0
NL,electricity,wind,wind_storage,2010,OM-var,0
OD,electricity,wind,wind_storage,2010,OM-var,0
